Country or Area,Subgroup,Year,Source,Unit,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR) Footnotes
Chad,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,169.0,
Chad,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,189.0,
Chad,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,208.0,
Chad,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,257.0,
Chad,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,160.0,
Chad,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,177.0,
Chile,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,141.0,
Chile,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Chile,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Chile,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,
Chile,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,82.0,
Chile,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Chile,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
China,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,115.0,
China,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
China,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,35.0,
China,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,49.0,
China,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,117.0,
China,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
China,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
Colombia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,102.0,
Colombia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,18.0,
Colombia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,25.0,
Colombia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,34.0,
Colombia,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,105.0,
Colombia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Colombia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,20.0,
Comoros,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,33.0,
Comoros,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,79.0,
Comoros,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,100.0,
Comoros,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,
Comoros,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,219.0,
Comoros,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,74.0,
Comoros,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,85.0,
Congo,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,25.0,
Congo,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,99.0,
Congo,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,109.0,
Congo,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,119.0,
Congo,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,152.0,
Congo,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,94.0,
Congo,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,103.0,
Cook Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,135.0,
Cook Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
Cook Islands,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Cook Islands,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,
Cook Islands,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,61.0,
Cook Islands,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Cook Islands,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Costa Rica,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,135.0,
Costa Rica,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
Costa Rica,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Costa Rica,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Costa Rica,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,71.0,
Costa Rica,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Costa Rica,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Côte d'Ivoire,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,17.0,
Côte d'Ivoire,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,115.0,
Côte d'Ivoire,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,139.0,
Côte d'Ivoire,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,151.0,
Côte d'Ivoire,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,233.0,
Côte d'Ivoire,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,105.0,
Côte d'Ivoire,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,125.0,
Croatia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,165.0,
Croatia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Croatia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Croatia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Croatia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Croatia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Cuba,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,157.0,
Cuba,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Cuba,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Cuba,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Cuba,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,41.0,
Cuba,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Cuba,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Cyprus,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Cyprus,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Cyprus,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Cyprus,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Cyprus,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Cyprus,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Czech Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Czech Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Czech Republic,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Czech Republic,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Czech Republic,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Czech Republic,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Democratic People's Republic of Korea,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,69.0,
Democratic People's Republic of Korea,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,33.0,
Democratic People's Republic of Korea,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,58.0,
Democratic People's Republic of Korea,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,45.0,
Democratic People's Republic of Korea,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,32.0,
Democratic People's Republic of Korea,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,35.0,
Democratic Republic of the Congo,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,5.0,
Democratic Republic of the Congo,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,168.0,
Democratic Republic of the Congo,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,181.0,
Democratic Republic of the Congo,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,181.0,
Democratic Republic of the Congo,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,244.0,
Democratic Republic of the Congo,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,158.0,
Democratic Republic of the Congo,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,178.0,
Denmark,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Denmark,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Denmark,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Denmark,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Denmark,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Denmark,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Denmark,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Djibouti,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,26.0,
Djibouti,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,90.0,
Djibouti,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,106.0,
Djibouti,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,
Djibouti,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,84.0,
Djibouti,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,95.0,
Dominica,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,128.0,
Dominica,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,12.0,
Dominica,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
Dominica,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Dominica,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,54.0,
Dominica,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Dominica,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Dominican Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,83.0,
Dominican Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,25.0,
Dominican Republic,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,39.0,
Dominican Republic,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,58.0,
Dominican Republic,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,
Dominican Republic,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Dominican Republic,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,27.0,
East Asia and Pacific,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,20.0,
East Asia and Pacific,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,39.0,1.0
East Asia and Pacific,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,55.0,1.0
East Asia and Pacific,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,120.0,1.0
East Asia and Pacific,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,1.0
East Asia and Pacific,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Eastern and Southern Africa,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,84.0,
Eastern and Southern Africa,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,135.0,1.0
Eastern and Southern Africa,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,162.0,1.0
Eastern and Southern Africa,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,214.0,1.0
Eastern and Southern Africa,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,79.0,1.0
Eastern and Southern Africa,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,89.0,
Ecuador,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,86.0,
Ecuador,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Ecuador,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,34.0,
Ecuador,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,52.0,
Ecuador,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,138.0,
Ecuador,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Ecuador,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,25.0,
Egypt,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,91.0,
Egypt,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Egypt,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,44.0,
Egypt,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,86.0,
Egypt,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,237.0,
Egypt,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,20.0,
Egypt,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
El Salvador,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,115.0,
El Salvador,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
El Salvador,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,34.0,
El Salvador,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,60.0,
El Salvador,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,158.0,
El Salvador,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
El Salvador,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Equatorial Guinea,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,16.0,
Equatorial Guinea,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,118.0,
Equatorial Guinea,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,152.0,
Equatorial Guinea,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,190.0,
Equatorial Guinea,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,112.0,
Equatorial Guinea,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,124.0,
