Proportion of 1 year-old children immunised against measles , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of under-five children with suspected pneumonia taken to health provider
Birth registration_Total , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children immunised against TB (BCG) , Institutional deliveries
Proportion of new borns protected against tetanus , Birth registration_Total
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Birth registration_Rural
Proportion of 1 year-old children immunised against DPT1 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of new borns protected against tetanus , Life expectancy at birth_1990.0
Proportion of under-five children with suspected pneumonia taken to health provider , Birth registration_Urban
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of births attended by skilled health personnel_Percent_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of 1 year-old children fully immunised against Hepatitis B
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of population with sustainable access to an improved water source_Rural
Proportion of under-five children with suspected pneumonia receiving antibiotics , Antenatal care coverage (ANC)
Proportion of population with sustainable access to an improved water source_Rural , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children immunised against DPT1 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children fully immunised against Hepatitis B , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children fully immunised against Hepatitis B , Birth registration_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of 1 year-old children immunised against DPT1
Neonatal mortality rate , Infant mortality rate (IMR)_1990.0
Institutional deliveries , Life expectancy at birth_2011.0
Condom use at last high-risk sex_Male 15-24 yr , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1970-1990 , Life expectancy at birth_1990.0
Proportion of new borns protected against tetanus , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children immunised against DPT1 , Proportion of births attended by skilled health personnel_Percent_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Proportion of 1 year-old children immunised against DPT1 , Birth registration_Rural
Proportion of new borns protected against tetanus , Proportion of under-five children with suspected pneumonia taken to health provider
Reduction in under-five mortality rate_1990.0 , Birth registration_Richest 20%
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of births attended by skilled health personnel_Percent_Urban
Proportion of population with sustainable access to an improved water source_Urban , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of new borns protected against tetanus , Reduction in under-five mortality rate_2000.0
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of population with sustainable access to an improved water source_Rural
Proportion of births attended by skilled health personnel_Percent_Urban , Birth registration_Poorest 20%
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Reduction in under-five mortality rate_1990.0
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Birth registration_Urban
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of 1 year-old children immunised against measles
Proportion of births attended by skilled health personnel_Percent_Rural , Proportion of under-five children with suspected pneumonia receiving antibiotics
Average annual rate of reduction of under-five mortality rate_1990-2000 , Birth registration_Richest 20%
Proportion of population with access to improved sanitation_Percent_Urban , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with access to improved sanitation_Percent_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children immunised against measles
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of births attended by skilled health personnel_Percent_Total , Proportion of under-five children with suspected pneumonia receiving antibiotics
Antenatal care coverage for at least four visits , Condom use at last high-risk sex_Male 15-24 yr
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of population with access to improved sanitation_Percent_Rural , Institutional deliveries
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of 1 year-old children immunised against TB (BCG)
Average annual rate of reduction of under-five mortality rate_1990-2000 , Reduction in under-five mortality rate_2000.0
Life expectancy at birth_2011.0 , Birth registration_Total
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Average annual rate of reduction of under-five mortality rate_1990-2000
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of births attended by skilled health personnel_Percent_Total
Proportion of 1 year-old children fully immunised against polio (OPV) , Condom use at last high-risk sex_Male 15-24 yr
Life expectancy at birth_2011.0 , Birth registration_Rural
Reduction in under-five mortality rate_1990.0 , Birth registration_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of population with sustainable access to an improved water source_Rural , Birth registration_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Urban , Antenatal care coverage for at least four visits
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Birth registration_Total
Life expectancy at birth_1970.0 , Birth registration_Poorest 20%
Proportion of 1 year-old children immunised against TB (BCG) , Birth registration_Total
Proportion of population with access to improved sanitation_Percent_Total , Birth registration_Total
Proportion of births attended by skilled health personnel_Percent_Richest 20% , Birth registration_Poorest 20%
Proportion of under-five children with suspected pneumonia taken to health provider , Birth registration_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Birth registration_Urban
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of population with sustainable access to an improved water source_Rural
Proportion of population with sustainable access to an improved water source_Total , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children immunised against TB (BCG) , Life expectancy at birth_1990.0
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of births attended by skilled health personnel_Percent_Urban
Ratio of life expectancy at birth of females to males , Proportion of births attended by skilled health personnel_Percent_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Birth registration_Total
Life expectancy at birth_2011.0 , Proportion of births attended by skilled health personnel_Percent_Rural
Proportion of population with access to improved sanitation_Percent_Total , Birth registration_Rural
Antenatal care coverage for at least four visits , Proportion of under-five children with suspected pneumonia receiving antibiotics
Life expectancy at birth_2011.0 , Contraceptive prevalence rate (CPR)
Proportion of new borns protected against tetanus , Proportion of births attended by skilled health personnel_Percent_Rural
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of population with sustainable access to an improved water source_Urban
Antenatal care coverage for at least four visits , Life expectancy at birth_2011.0
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children fully immunised against DPT
Antenatal care coverage for at least four visits , Contraceptive prevalence rate (CPR)
Life expectancy at birth_1970.0 , Contraceptive prevalence rate (CPR)
Antenatal care coverage for at least four visits , Reduction in under-five mortality rate_1990.0
Life expectancy at birth_1970.0 , Birth registration_Rural
Life expectancy at birth_1970.0 , Birth registration_Total
Total fertility rate (TFR)_2011.0 , Crude birth rate (CBR)_1990.0
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of population with sustainable access to an improved water source_Total
Proportion of population with access to improved sanitation_Percent_Total , Antenatal care coverage for at least four visits
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total , Infant mortality rate (IMR)_2011.0
Institutional deliveries , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Antenatal care coverage for at least four visits
Average annual rate of reduction of under-five mortality rate_1990-2000 , Life expectancy at birth_1990.0
Contraceptive prevalence rate (CPR) , Proportion of population with sustainable access to an improved water source_Total
Ratio of life expectancy at birth of females to males , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Antenatal care coverage for at least four visits , Life expectancy at birth_1970.0
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of population with sustainable access to an improved water source_Total
Proportion of under-five children with suspected pneumonia taken to health provider , Birth registration_Rural
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Total , Birth registration_Poorest 20%
Proportion of population with sustainable access to an improved water source_Urban , Reduction in under-five mortality rate_2000.0
Average annual rate of reduction of under-five mortality rate_1990-2000 , Antenatal care coverage (ANC)
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Life expectancy at birth_1990.0
Proportion of 1 year-old children immunised against TB (BCG) , Reduction in under-five mortality rate_2000.0
Contraceptive prevalence rate (CPR) , Proportion of births attended by skilled health personnel_Percent_Total
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Infant mortality rate (IMR)_1990.0
Institutional deliveries , Contraceptive prevalence rate (CPR)
Proportion of households consuming iodized salt , Proportion of 1 year-old children immunised against measles
Life expectancy at birth_2011.0 , Birth registration_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Proportion of new borns protected against tetanus , Birth registration_Rural
Proportion of 1 year-old children fully immunised against Hepatitis B , Birth registration_Rural
Birth registration_Rural , Condom use at last high-risk sex_Male 15-24 yr
Contraceptive prevalence rate (CPR) , Proportion of births attended by skilled health personnel_Percent_Rural
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of households consuming iodized salt , Proportion of 1 year-old children fully immunised against DPT
Proportion of under-five children with suspected pneumonia taken to health provider , Reduction in under-five mortality rate_1990.0
Population size_Thousand_Total , Annual number of births (Births)
Antenatal care coverage (ANC) , Birth registration_Poorest 20%
Average annual rate of reduction of under-five mortality rate_1990-2000 , Life expectancy at birth_2011.0
Proportion of births attended by skilled health personnel_Percent_Total , Condom use at last high-risk sex_Male 15-24 yr
Proportion of households consuming iodized salt , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Proportion of population with access to improved sanitation_Percent_Urban , Birth registration_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of under-five children with suspected pneumonia taken to health provider
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Crude death rate (CDR)_1970.0
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of households consuming iodized salt
Average annual rate of reduction of under-five mortality rate_1970-1990 , Life expectancy at birth_2011.0
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of births attended by skilled health personnel_Percent_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Antenatal care coverage for at least four visits
Life expectancy at birth_1970.0 , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of under-five children with suspected pneumonia taken to health provider , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Ratio of life expectancy at birth of females to males , Birth registration_Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Total
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Antenatal care coverage (ANC)
Proportion of under-five children with suspected pneumonia receiving antibiotics , Birth registration_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Urban , Birth registration_Urban
Ratio of life expectancy at birth of females to males , Proportion of population with sustainable access to an improved water source_Urban
Life expectancy at birth_2011.0 , Birth registration_Urban
Life expectancy at birth_1990.0 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Institutional deliveries
Proportion of households consuming iodized salt , Proportion of 1 year-old children immunised against DPT1
Proportion of 1 year-old children immunised against TB (BCG) , Child discipline_Total
Ratio of life expectancy at birth of females to males , Birth registration_Urban
Antenatal care coverage for at least four visits , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of 1 year-old children immunised against measles , Reduction in under-five mortality rate_2000.0
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children immunised against measles
Proportion of households consuming iodized salt , Proportion of births attended by skilled health personnel_Percent_Urban
Proportion of population with sustainable access to an improved water source_Rural , Condom use at last high-risk sex_Male 15-24 yr
Reduction in under-five mortality rate_2000.0 , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Total
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children immunised against TB (BCG)
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children immunised against DPT1
Contraceptive prevalence rate (CPR) , Proportion of population with sustainable access to an improved water source_Rural
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of households consuming iodized salt
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of population with sustainable access to an improved water source_Urban , Birth registration_Poorest 20%
Ratio of life expectancy at birth of females to males , Antenatal care coverage (ANC)
Proportion of births attended by skilled health personnel_Percent_Urban , Reduction in under-five mortality rate_2000.0
Proportion of under-five children with suspected pneumonia receiving antibiotics , Reduction in under-five mortality rate_1990.0
Proportion of births attended by skilled health personnel_Percent_Richest 20% , Reduction in under-five mortality rate_2000.0
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of births attended by skilled health personnel_Percent_Rural
Life expectancy at birth_1990.0 , Reduction in under-five mortality rate_1990.0
Proportion of 1 year-old children fully immunised against Hepatitis B , Reduction in under-five mortality rate_2000.0
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Birth registration_Urban
Contraceptive prevalence rate (CPR) , Birth registration_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 1 year-old children immunised against measles , Birth registration_Poorest 20%
Proportion of households consuming iodized salt , Antenatal care coverage (ANC)
Proportion of households consuming iodized salt , Proportion of population with sustainable access to an improved water source_Urban
Ratio of life expectancy at birth of females to males , Condom use at last high-risk sex_Male 15-24 yr
Proportion of population with access to improved sanitation_Percent_Total , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of 1 year-old children immunised against DPT1 , Reduction in under-five mortality rate_2000.0
Proportion of population with access to improved sanitation_Percent_Urban , Birth registration_Richest 20%
Life expectancy at birth_2011.0 , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of population with access to improved sanitation_Percent_Total , Proportion of births attended by skilled health personnel_Percent_Urban
Life expectancy at birth_2011.0 , Birth registration_Richest 20%
Population size_Percent_Total 10-19 yr , Crude birth rate (CBR)_2011.0
Proportion of 1 year-old children immunised against TB (BCG) , Birth registration_Rural
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Birth registration_Total
Proportion of population with access to improved sanitation_Percent_Urban , Antenatal care coverage (ANC)
Average annual rate of reduction of under-five mortality rate_1990-2000 , Birth registration_Total
Antenatal care coverage (ANC) , Reduction in under-five mortality rate_2000.0
Life expectancy at birth_1970.0 , Birth registration_Urban
Proportion of under-five children with suspected pneumonia taken to health provider , Birth registration_Poorest 20%
Life expectancy at birth_1970.0 , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Rural
Reduction in under-five mortality rate_1990.0 , Birth registration_Total
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of households consuming iodized salt
Life expectancy at birth_2011.0 , Proportion of population with sustainable access to an improved water source_Urban
Proportion of population with access to improved sanitation_Percent_Total , Birth registration_Urban
Proportion of 1 year-old children fully immunised against polio (OPV) , Birth registration_Poorest 20%
Ratio of life expectancy at birth of females to males , Proportion of new borns protected against tetanus
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with access to improved sanitation_Percent_Total
Proportion of births attended by skilled health personnel_Percent_Rural , Condom use at last high-risk sex_Male 15-24 yr
Proportion of under-five children with suspected pneumonia receiving antibiotics , Condom use at last high-risk sex_Male 15-24 yr
Proportion of population with access to improved sanitation_Percent_Urban , Birth registration_Poorest 20%
Birth registration_Poorest 20% , Proportion of 1 year-old children fully immunised against DPT
Life expectancy at birth_2011.0 , Proportion of under-five children with suspected pneumonia taken to health provider
Contraceptive prevalence rate (CPR) , Birth registration_Rural
Proportion of population with access to improved sanitation_Percent_Total , Contraceptive prevalence rate (CPR)
Proportion of women 20-24 year-olds who gave birth before age 18 , Adolescent birth rate
Life expectancy at birth_2011.0 , Proportion of 1 year-old children immunised against measles
Crude birth rate (CBR)_1990.0 , Prevalence of stunting (moderate and severe) - WHO
Proportion of population with access to improved sanitation_Percent_Rural , Birth registration_Poorest 20%
Proportion of 1 year-old children fully immunised against polio (OPV) , Reduction in under-five mortality rate_2000.0
Proportion of population with access to improved sanitation_Percent_Total , Proportion of population with sustainable access to an improved water source_Urban
Institutional deliveries , Condom use at last high-risk sex_Male 15-24 yr
Proportion of new borns protected against tetanus , Proportion of households consuming iodized salt
Contraceptive prevalence rate (CPR) , Proportion of 1 year-old children immunised against measles
Life expectancy at birth_2011.0 , Proportion of 1 year-old children fully immunised against DPT
Crude death rate (CDR)_1970.0 , Crude birth rate (CBR)_1990.0
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children fully immunised against Hepatitis B
Ratio of life expectancy at birth of females to males , Proportion of population with sustainable access to an improved water source_Total
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Crude birth rate (CBR)_1990.0
Average annual rate of reduction of under-five mortality rate_1970-1990 , Institutional deliveries
Proportion of births attended by skilled health personnel_Percent_Total , Reduction in under-five mortality rate_1990.0
Life expectancy at birth_1970.0 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Life expectancy at birth_1970.0 , Proportion of population with sustainable access to an improved water source_Urban
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Birth registration_Richest 20%
Ratio of life expectancy at birth of females to males , Proportion of births attended by skilled health personnel_Percent_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of population with access to improved sanitation_Percent_Urban
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children fully immunised against DPT
Institutional deliveries , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Ratio of life expectancy at birth of females to males , Birth registration_Total
Life expectancy at birth_2011.0 , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Total , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children immunised against measles
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Child discipline_Total
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children immunised against DPT1
Proportion of population with access to improved sanitation_Percent_Rural , Birth registration_Rural
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children immunised against measles
Life expectancy at birth_2011.0 , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Urban
Contraceptive prevalence rate (CPR) , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of births attended by skilled health personnel_Percent_Total
Total fertility rate (TFR)_1990.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total
Proportion of 1 year-old children immunised against DPT1 , Birth registration_Poorest 20%
Life expectancy at birth_1970.0 , Birth registration_Richest 20%
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children fully immunised against DPT
Contraceptive prevalence rate (CPR) , Proportion of population with sustainable access to an improved water source_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Contraceptive prevalence rate (CPR)
Proportion of population with access to improved sanitation_Percent_Total , Antenatal care coverage (ANC)
Proportion of new borns protected against tetanus , Average annual rate of reduction of under-five mortality rate_1990-2011
Average annual rate of reduction of under-five mortality rate_1990-2000 , Birth registration_Rural
Proportion of population with sustainable access to an improved water source_Total , Reduction in under-five mortality rate_2000.0
Life expectancy at birth_1970.0 , Antenatal care coverage (ANC)
Contraceptive prevalence rate (CPR) , Birth registration_Poorest 20%
Proportion of population with sustainable access to an improved water source_Rural , Reduction in under-five mortality rate_2000.0
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of under-five children with suspected pneumonia taken to health provider , Condom use at last high-risk sex_Male 15-24 yr
Proportion of population with access to improved sanitation_Percent_Total , Birth registration_Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Urban
Birth registration_Poorest 20% , Condom use at last high-risk sex_Male 15-24 yr
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of population with sustainable access to an improved water source_Rural
Life expectancy at birth_2011.0 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of new borns protected against tetanus , Proportion of population with access to improved sanitation_Percent_Urban
Proportion of population with access to improved sanitation_Percent_Rural , Birth registration_Total
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of population with sustainable access to an improved water source_Total
Contraceptive prevalence rate (CPR) , Proportion of 1 year-old children fully immunised against polio (OPV)
Average annual rate of reduction of under-five mortality rate_1970-1990 , Antenatal care coverage for at least four visits
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of new borns protected against tetanus , Child discipline_Total
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of births attended by skilled health personnel_Percent_Rural
Contraceptive prevalence rate (CPR) , Birth registration_Urban
Reduction in under-five mortality rate_1990.0 , Birth registration_Rural
Ratio of life expectancy at birth of females to males , Proportion of population with sustainable access to an improved water source_Rural
Ratio of life expectancy at birth of females to males , Antenatal care coverage for at least four visits
Contraceptive prevalence rate (CPR) , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Institutional deliveries , Reduction in under-five mortality rate_1990.0
Total fertility rate (TFR)_1990.0 , Crude death rate (CDR)_1970.0
Child discipline_Total , Crude birth rate (CBR)_1970.0
Ratio of life expectancy at birth of females to males , Reduction in under-five mortality rate_1990.0
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of under-five children with suspected pneumonia receiving antibiotics
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of births attended by skilled health personnel_Percent_Total
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children fully immunised against Hepatitis B
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of births attended by skilled health personnel_Percent_Rural
Proportion of households consuming iodized salt , Proportion of population with sustainable access to an improved water source_Total
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of households consuming iodized salt
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Birth registration_Rural
Ratio of life expectancy at birth of females to males , Proportion of under-five children with suspected pneumonia taken to health provider
Life expectancy at birth_1970.0 , Proportion of 1 year-old children immunised against measles
Life expectancy at birth_1970.0 , Proportion of 1 year-old children fully immunised against polio (OPV)
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children immunised against DPT1
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of population with sustainable access to an improved water source_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Reduction in under-five mortality rate_1990.0
Reduction in under-five mortality rate_1990.0 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of households consuming iodized salt , Proportion of population with sustainable access to an improved water source_Rural
Life expectancy at birth_2011.0 , Proportion of 1 year-old children immunised against DPT1
Proportion of households consuming iodized salt , Reduction in under-five mortality rate_1990.0
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of 1 year-old children immunised against measles
Life expectancy at birth_2011.0 , Reduction in under-five mortality rate_1990.0
Ratio of life expectancy at birth of females to males , Life expectancy at birth_1990.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of population with sustainable access to an improved water source_Urban
Ratio of life expectancy at birth of females to males , Institutional deliveries
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Population size_Percent_Total 10-19 yr , Child discipline_Total
Contraceptive prevalence rate (CPR) , Proportion of 1 year-old children fully immunised against DPT
Proportion of population with access to improved sanitation_Percent_Total , Proportion of under-five children with suspected pneumonia receiving antibiotics
Ratio of life expectancy at birth of females to males , Birth registration_Rural
Proportion of households consuming iodized salt , Birth registration_Richest 20%
Contraceptive prevalence rate (CPR) , Birth registration_Richest 20%
Proportion of new borns protected against tetanus , Average annual rate of reduction of under-five mortality rate_1970-1990
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Reduction in under-five mortality rate_2000.0
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children fully immunised against Hepatitis B
Proportion of 1 year-old children fully immunised against Hepatitis B , Birth registration_Poorest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Birth registration_Urban
Crude birth rate (CBR)_2011.0 , Infant mortality rate (IMR)_1990.0
Crude death rate (CDR)_1970.0 , Infant mortality rate (IMR)_1990.0
Life expectancy at birth_2011.0 , Antenatal care coverage (ANC)
Proportion of population with access to improved sanitation_Percent_Rural , Antenatal care coverage for at least four visits
Proportion of births attended by skilled health personnel_Percent_Rural , Reduction in under-five mortality rate_1990.0
Average annual rate of reduction of under-five mortality rate_1970-1990 , Birth registration_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Institutional deliveries
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children immunised against DPT1
Reduction in under-five mortality rate_2000.0 , Birth registration_Richest 20%
Proportion of new borns protected against tetanus , Birth registration_Poorest 20%
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of under-five children with suspected pneumonia taken to health provider
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Rural
Contraceptive prevalence rate (CPR) , Antenatal care coverage (ANC)
Average annual rate of reduction of under-five mortality rate_1970-1990 , Birth registration_Richest 20%
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Proportion of 1 year-old children fully immunised against DPT
Proportion of 1 year-old children fully immunised against Hepatitis B , Child discipline_Total
Proportion of 1 year-old children immunised against TB (BCG) , Early initiation of breastfeeding (within one hour of birth)
Contraceptive prevalence rate (CPR) , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Antenatal care coverage for at least four visits , Proportion of households consuming iodized salt
Proportion of 1 year-old children immunised against TB (BCG) , Timely complementary feeding rate
Antenatal care coverage for at least four visits , Reduction in under-five mortality rate_2000.0
Ratio of life expectancy at birth of females to males , Proportion of births attended by skilled health personnel_Percent_Rural
Child discipline_Total , Proportion of 1 year-old children immunised against DPT1
Contraceptive prevalence rate (CPR) , Proportion of under-five children with suspected pneumonia taken to health provider
Life expectancy at birth_2011.0 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Urban
