Country or Area,Subgroup,Year,Source,Unit,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV Footnotes
Democratic Republic of the Congo,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,12.0,1.0
Democratic Republic of the Congo,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,21.0,1.0
Democratic Republic of the Congo,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.7,1.0
Democratic Republic of the Congo,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.8,1.0
Democratic Republic of the Congo,Male 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.2,1.0
Democratic Republic of the Congo,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,8.0,1.0
Democratic Republic of the Congo,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Democratic Republic of the Congo,Male 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,14.0,1.0
Democratic Republic of the Congo,Male 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,30.0,1.0
Djibouti,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,18.0,2.0
Djibouti,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,16.0,2.0
Djibouti,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,9.0,2.0
Djibouti,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,18.0,2.0
Djibouti,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.0,2.0
Dominica,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,56.0,1.0
Dominica,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,48.0,1.0
Dominican Republic,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,41.0,1.0
Dominican Republic,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,34.0,1.0
Dominican Republic,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,39.0,1.0
Dominican Republic,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,33.0,1.0
Dominican Republic,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,37.0,1.0
Dominican Republic,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,42.0,1.0
Dominican Republic,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.2,1.0
Dominican Republic,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.5,1.0
Dominican Republic,Male 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.0,1.0
Dominican Republic,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,31.0,1.0
Dominican Republic,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,46.0,1.0
Dominican Republic,Male 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,21.0,1.0
Dominican Republic,Male 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,41.0,1.0
East Asia and Pacific,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,23.0,3.0
East Asia and Pacific,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,20.0,3.0
East Asia and Pacific,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,21.0,4.0
East Asia and Pacific,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,4.0
East Asia and Pacific,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.1,4.0
East Asia and Pacific,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.4,4.0
East Asia and Pacific,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,14.0,4.0
East Asia and Pacific,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,35.0,4.0
Eastern and Southern Africa,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,36.0,5.0
Eastern and Southern Africa,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,40.0,5.0
Eastern and Southern Africa,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,35.0,5.0
Eastern and Southern Africa,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,38.0,5.0
Eastern and Southern Africa,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,32.0,6.0
Eastern and Southern Africa,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,48.0,6.0
Eastern and Southern Africa,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.5,6.0
Egypt,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,5.0,1.0
Egypt,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,18.0,1.0
Egypt,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,3.0,1.0
Egypt,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,16.0,1.0
Egypt,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,3.0,1.0
Egypt,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,7.0,1.0
Egypt,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.3,1.0
Egypt,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,4.9,1.0
Egypt,Male 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,3.1,1.0
Egypt,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,2.0,1.0
Egypt,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,9.0,1.0
Egypt,Male 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,9.0,1.0
Egypt,Male 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,28.0,1.0
El Salvador,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,27.0,1.0
Ethiopia,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Ethiopia,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,34.0,1.0
Ethiopia,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Ethiopia,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,32.0,1.0
Ethiopia,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,19.0,1.0
Ethiopia,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,38.0,1.0
Ethiopia,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.0,1.0
Gambia,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,33.0,1.0
Gambia,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,33.0,1.0
Gambia,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Gambia,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,41.0,1.0
Gambia,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.7,1.0
Gambia,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.4,1.0
Gambia,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,20.0,1.0
Gambia,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,48.0,1.0
Ghana,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,28.0,1.0
Ghana,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,34.0,1.0
Ghana,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,28.0,1.0
Ghana,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,30.0,1.0
Ghana,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,22.0,1.0
Ghana,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,34.0,1.0
Ghana,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,1.5,1.0
Ghana,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.1,1.0
Ghana,Male 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.1,1.0
Ghana,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,17.0,1.0
Ghana,Female 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,34.0,1.0
Ghana,Male 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,23.0,1.0
Ghana,Male 15-24 yr Richest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,50.0,1.0
Grenada,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,65.0,1.0
Grenada,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,60.0,1.0
Guatemala,Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,22.0,1.0
Guatemala,Male 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Guatemala,Female 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,20.0,1.0
Guatemala,Male 15-19 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,24.0,1.0
Guatemala,Rural Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,14.0,1.0
Guatemala,Urban Female 15-24 yr,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,32.0,1.0
Guatemala,Female 15-24 yr Ratio of urban to rural,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,2.2,1.0
Guatemala,Female 15-24 yr Ratio of richest to poorest,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Ratio,7.8,1.0
Guatemala,Female 15-24 yr Poorest 20%,2007-2011,"UN_AIDS Indicator Surveys (AIS), Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys; ‘HIV/AIDS Survey Indicators Database', <www.measuredhs.com/hivdata>",Percent,5.0,1.0
